sentiment,text,data_id
positive,"I purchased these to replace the stainless steel drip filter I had, which was an always ridiculously slow drip, even after a thorough cleaning. Coffee was cold by the time it was done.<br /><br />But I still want a reusable option for an occasional quick cup-a-jo!<br /><br />Before buying these, I read a review that suggested the flannel is so tightly woven that this person had to poke holes in them with corn holders to help the flow. (Cornholes?)<br /><br />My experience is the opposite. In fact I started grinding coffee (seed grinder) extra fine to try and slow down the flow. Not a bad cup, and I can live with a little weaker brew, but a little more steep would be preferred. I have a french press if I need stronger or larger pot, but I don’t usually want the hassle of using it for just a cup, and kind of like the ceremony of a pour over.<br /><br />Considering a ceramic filter holder to possibly help. Any better suggestions for a reusable filter to make a quick (but full-flavored) cup of coffee would be appreciated.<br /><br />I thought the stainless filter would be it; maybe a better version of that? Maybe I should just stop drinking coffee? 🤨<br /><br />So 4 stars, as these can be used to filter juices and other things as well.",71
positive,"I LOVE MY Costway 2-in-1 Water Cooler Dispenser with Built-in Ice Maker Freestanding Hot Cold Top Loading Water Dispenser!! It actually keeps the cold water cold, the hot water hot and makes an abundant amount of ice daily. I would recommend this unit to anyone wanting a muti-functional water cooler, the product is exactly as described in the add.",71
positive,Works well and at a great price,71
positive,We replaced our old ones. They are perfect and our stove looks great!,71
positive,"I bought is an alternative to all those hundreds $$ hoods. Somehow, I didn;t see why such simple thing should cost as much as stove.<br />So far, I like it. With few problems.<br />Pros<br />The design is good and it looks good.<br />Many reviews commented on weak LEDs. Mine are very bright and easily lights up even counter-top on both sides of the stove.<br />It's reasonably quiet (the lowest settings). Even the highest setting is ok.<br />It has delayed OFF. Didn't care much about that but it is actually nice.<br />Cons<br />The chimney will take any finger touches and keep them!!!! It's absolutely awful. The biggest criticism I have. It's almost impossible to clean. The only reason I don;t cut more starts for this is that once it's installed, you will probably not touch it again, so it won't be a reoccurring problem.<br />Attaching the chimney with tiny screws at the top is pain. I used wood bar instead of the supplied metal bracket. That piece is useless.<br />Hanging the hood is not very smart design. And it's never secured against pushing it up.<br />No way of fine leveling. Make sure to fix the hanging bracket real leveled!<br />Notes<br />If you have the space (I do), go for 36&#34; even for 30&#34; stove. It will look better.",71
positive,"Seems to work fine so far. Doesn't seem to be the &#34;brand-name&#34; but I haven't noticed a difference. It's only been a week, but if there's any problem, I'll update my review within 6 months, since that's how long these last before you have to change them.",71
positive,"These turned my black , boring stove into a work of art.  The colors are vibrant and the fit is perfect.  I love them.  I bought potholders and dish towels that match and I now have a stove-art display.  Shipping was fast and packaging was secure.  These covers arrived in perfect condition.",71
positive,"Great Greek coffee warmer, construction with attention to detail.<br />I have tried in the past a lot of other models I could find in the US and they were all too small for a gas stove (meaning that one had to constantly hold the pot so that it wouldn't fall) and the handle was plastic throughout its length, so it would totally burn after a few times used.<br /><br />This one on the other hand has a metal extension on its handle, so that it doesn't get burnt and the base is large enough, so that the warmer can stand on its own on a generic american gas stove.<br /><br />I do highly recommend the product.",71
positive,We need to replace this part on my maytag bravo washing machine. it was a correct fit.,71
positive,"My Kenmore Evenheat dryer was not drying my clothes. This was an easy, inexpensive, doityourself fix!",71
positive,Thank you.,71
negative,Didn’t work,71
negative,"Be sure to check really closely to see if there are any dents hiding under the protective film before hiring some one to install this.  It is hard to install (horrible instructions) and, unfortunately, I didn't see dents until after I had paid to have it installed.  I sent a picture and they sent a replacement outer chimey and gave me a $77 discount.  It looks good now, but I had to pay the guy to install it again.  It seems to vent well and is a decent price.",71
